id,InstitutionName,Country,Year,total
506,George Washington University,United States,2016,1888
507,Instituto Politecnico Nacional,Mexico,2015,1888
508,UNIVERSITY COLLEGE CORK,Ireland,2015,1886
509,Universiteit Gent,Belgium,2016,1886
510,University of Pennsylvania,United States,2016,1886
511,Universit<U+00E9> de Bordeaux,France,2015,1883
512,AALBORG UNIVERSITY LIBRARY,Denmark,2016,1878
513,DEUTSCHER BUNDESTAG - BIBLIOTHEK,Germany,2016,1878
514,UNIVERSITY OF MICHIGAN,United States,2016,1878
515,Th<U+00FC>ringer Universit<U+00E4>ts- und Landesbibliothek Jena,Germany,2015,1873
516,STPI - Sci Tech Policy Research and Information Center,Chinese Taipei,2016,1869
517,KfW Bankengruppe,Germany,2015,1868
518,UN Consortium - ITC INTRACEN,United States,2016,1866
519,DIW Berlin,Germany,2015,1863
520,MURDOCH UNIVERSITY LIBRARY,Australia,2015,1862
521,KEIO UNIVERSITY,Japan,2014,1858
522,Universidad Nacional de Colombia,Colombia,2015,1856
523,Dokuz Eylul University,Turkey,2015,1845
524,Slovak Ctr for Scientific and Technical Information,Slovak Republic,2016,1843
525,Universidad Aut<U+00F3>noma de Madrid,Spain,2016,1842
526,UN - ESCAP Library,Thailand,2016,1828
527,Galatasaray Universitesi,Turkey,2015,1826
528,Industry Canada Library,Canada,2015,1825
529,Universita' L.Bocconi Biblioteca,Italy,2014,1824
530,City University of Hong Kong Library,Hong Kong - China,2015,1823
531,TURKU UNIVERSITY LIBRARY,Finland,2015,1822
532,Universiteit van Tilburg,Netherlands,2016,1822
533,University of Economics Bratislava,Slovak Republic,2016,1822
534,Universitat Autonoma de Barcelona,Spain,2015,1820
535,Curtin University Library,Australia,2016,1813
536,Universit<U+00E4>t Konstanz,Germany,2015,1813
537,University of Canberra,Australia,2015,1809
538,Banco de Espana,Spain,2015,1807
539,Universit<U+00E4>tsbibliothek Wuppertal,Germany,2015,1795
540,University of Western Australia,Australia,2016,1787
541,Queen's University,Canada,2016,1780
542,Singapore Management University,Singapore,2015,1780
543,UN Consortium - WHO Library,United States,2016,1778
544,ITAM - Inst Tecn Autonomo Mexico,Mexico,2016,1775
545,Ahi Evran University,Turkey,2015,1770
546,University of Southampton,United Kingdom,2015,1769
547,UNIVERSITY OF SOUTHERN CALIFORNIA,United States,2015,1768
548,PWC London,United Kingdom,2014,1764
549,Ministry of Business - Innovation - Employment,New Zealand,2015,1763
550,UNIVERSITY OF TECHNOLOGY SYDNEY,Australia,2015,1758
551,Addis Ababa University Libraries,Ethiopia,2016,1757
552,UNIVERSITY OF OKLAHOMA,United States,2016,1754
553,Tufts University,United States,2016,1746
554,East China Normal University,China - People<U+2019>s Republic,2015,1744
555,Sung Kyun Kwan University,Korea - Republic of,2015,1743
556,Universitaetsbibliothek Bamberg,Germany,2016,1741
557,Trinity College Dublin,Ireland,2016,1736
558,Universidad de Valencia,Spain,2016,1735
559,University of Minnesota Libraries,United States,2016,1731
560,University of Waikato Library,New Zealand,2015,1730
561,LUISS Guido Carli,Italy,2015,1728
562,Universitaet Tuebingen,Germany,2015,1726
563,Rutgers University,United States,2015,1725
564,Temple University,United States,2015,1725
565,Uludag <U+00DC>niversitesi-Merkez K<U+00FC>t<U+00FC>phane,Turkey,2015,1722
566,KIM Hohenheim,Germany,2016,1717
567,Istanbul Teknik Universitesi,Turkey,2015,1712
568,Deakin University,Australia,2015,1709
569,National Development Council,Chinese Taipei,2016,1708
570,SIMON FRASER UNIVERSITY,Canada,2015,1708
571,Masaryk University,Czech Republic,2016,1707
572,Zhejiang University Library,China - People<U+2019>s Republic,2016,1706
573,Auckland University of Technology,New Zealand,2015,1701
574,Duke University Libraries,United States,2016,1700
575,Indiana University,United States,2016,1694
576,Universit<U+00E4>t W<U+00FC>rzburg,Germany,2015,1694
577,Durham University,United Kingdom,2016,1692
578,Bogazici University Library,Turkey,2016,1691
579,Charles University Prague - CERGE,Czech Republic,2016,1685
580,Universit<U+00E4>t Bonn,Germany,2016,1684
581,University of Latvia,Latvia,2016,1683
582,LUISS Guido Carli,Italy,2016,1676
583,UN - ESCAP Library,Thailand,2015,1674
584,University of Pittsburgh,United States,2015,1670
585,PRINCETON UNIVERSITY,United States,2015,1668
586,Universitaet Mainz - Zentralbibliothek,Germany,2016,1668
587,DEUTSCHE BUNDESBANK,Germany,2015,1667
588,CHUNG HUA INSTITUTION FOR ECONOMIC RESEARCH,Chinese Taipei,2016,1665
589,BI Norwegian Business School,Norway,2016,1661
590,Waseda University,Japan,2014,1660
591,Hanzehogeschool,Netherlands,2015,1658
592,Alberta Government Library,Canada,2015,1655
593,Dokuz Eylul University,Turkey,2016,1655
594,Ewha Womans University Library,Korea - Republic of,2015,1651
595,Norwegian University of Science and Technology,Norway,2015,1650
596,University of Western Ontario Libraries,Canada,2016,1650
597,Narodowy Bank Polski,Poland,2015,1646
598,Faculdade de Economia - Universidade do Porto,Portugal,2015,1645
599,St. Petersburg State University,Russian Federation,2016,1643
600,University of Newcastle,Australia,2016,1643
601,Skatteverket,Sweden,2015,1635
602,Universitaet Tuebingen,Germany,2016,1633
603,Library of Parliament,Canada,2015,1628
604,DEUTSCHE BUNDESBANK,Germany,2016,1626
605,ITRI Industrial Technology Research Institute,Chinese Taipei,2016,1621
606,Institut der deutschen Wirtschaft K<U+00F6>ln,Germany,2016,1621
607,University of Kent,United Kingdom,2015,1621
608,The National Academies of Sciences - Engineering and Medicine - Research Center,United States,2015,1618
609,Universitaetsbibliothek Giessen,Germany,2016,1618
610,University of Newcastle,Australia,2015,1618
611,DGRS-DT Direction G<U+00E9>n<U+00E9>rale,Algeria,2014,1616
612,Universit<U+00E4>t Potsdam,Germany,2016,1615
613,University of South Africa,South Africa,2015,1613
614,Universit<U+00E4>t Konstanz,Germany,2016,1611
615,UNIVERSITAETSBIBLIOTHEK PADERBORN,Germany,2015,1608
616,UNIVERSITY OF WARWICK,United Kingdom,2014,1608
617,Christ University,India,2016,1601
618,Bishop's University,Canada,2014,1600
619,Stanford University,United States,2014,1600
620,University of South Australia Library - IR&T,Australia,2016,1600
621,WIFO - <U+00D6>sterreichisches Institut f<U+00FC>r Wirtschaftsforschung,Austria,2016,1599
622,University of Southampton,United Kingdom,2016,1596
623,Cornell University Library,United States,2016,1591
624,HEC Paris,France,2015,1590
625,Indiana University,United States,2014,1588
626,MCMASTER UNIVERSITY LIBRARY,Canada,2016,1588
627,House of Commons Library,United Kingdom,2015,1587
628,University of Canterbury.,New Zealand,2015,1586
629,Uniwersytet Ekonomiczny w Krakowie,Poland,2015,1585
630,Canadian Agriculture Library,Canada,2015,1580
631,KEDI (Korea Educational Development Institute),Korea - Republic of,2015,1579
632,Universidade de Chile,Chile,2015,1575
633,Julius K<U+00FC>hn-Institut,Germany,2015,1574
634,Uniwersytet Ekonomiczny w Krakowie,Poland,2016,1574
635,European University Institute,Italy,2015,1573
636,University of Latvia,Latvia,2015,1571
637,Korea Institute for Health & Social Affairs,Korea - Republic of,2016,1568
638,SCD Lille 1,France,2015,1567
639,Uniwersytet Ekonomiczny w Poznaniu,Poland,2015,1566
640,Gazi University Library,Turkey,2016,1562
641,University College Dublin,Ireland,2014,1562
642,NZ Treasury,New Zealand,2016,1559
643,Direktorat Jenderal Anggaran - Directorate General of Budget,Indonesia,2016,1556
644,Universit<U+00E4>t Marburg,Germany,2015,1556
645,UNIVERSITY OF CALIFORNIA LOS ANGELES,United States,2016,1552
646,Toyo University Library,Japan,2015,1550
647,Samsung Economic Research Institute,Korea - Republic of,2016,1546
648,Universit<U+00E4>t Dortmund,Germany,2015,1544
649,KYOTO UNIVERSITY,Japan,2016,1539
650,CMS Bureau Francis Lefebvre,France,2016,1536
651,Universit<U+00E4>ts- und Landesbibliothek Tirol,Austria,2015,1536
652,MURDOCH UNIVERSITY LIBRARY,Australia,2016,1534
653,UNIVERSITE GRENOBLE 2 - 3,France,2016,1533
654,ifo Institut f<U+00FC>r Wirtschaftsforschung,Germany,2016,1533
655,UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA,Italy,2016,1532
656,Universidade Estadual de Campinas,Brazil,2015,1529
657,Universit<U+00E4>t Bonn,Germany,2015,1529
658,Western Sydney U,Australia,2015,1529
659,UNIVERSITY COLLEGE CORK,Ireland,2016,1522
660,ITAM - Inst Tecn Autonomo Mexico,Mexico,2015,1521
661,Banque nationale de Belgique,Belgium,2015,1520
662,University of Lancaster,United Kingdom,2015,1520
663,HONG KONG POLYTECHNIC UNIVERSITY,Hong Kong - China,2016,1519
664,BOSTON UNIVERSITY,United States,2016,1515
665,STPI - Sci Tech Policy Research and Information Center,Chinese Taipei,2015,1515
666,Ohio State University Libraries,United States,2016,1514
667,FLACSO Mexico,Mexico,2016,1513
668,Canadian Agriculture Library,Canada,2016,1510
669,Technische Informationsbibliothek (TIB),Germany,2016,1510
670,Universit<U+00E9> de Bordeaux,France,2016,1509
671,Singapore Management University,Singapore,2016,1508
672,University of Waterloo,Canada,2015,1508
673,UNIVERSITE CONCORDIA,Canada,2015,1507
674,UNIVERSITY OF SOUTHERN CALIFORNIA,United States,2016,1507
675,Universitaetsbibliothek Bamberg,Germany,2015,1506
676,University of South Africa,South Africa,2016,1505
677,UN Consortium - IAEA,United States,2015,1501
678,Hacettepe University Library,Turkey,2015,1499
679,University of Tasmania Morris Miller Library,Australia,2015,1496
680,TNO Research Institute,Netherlands,2015,1493
681,Korea Economic Research Institute,Korea - Republic of,2015,1486
682,Usak Universitesi,Turkey,2015,1486
683,Universita di Trento,Italy,2015,1482
684,Hacettepe University Library,Turkey,2016,1478
685,University of Bristol Library,United Kingdom,2016,1478
686,Universit<U+00E4>t Regensburg,Germany,2015,1477
687,MASSEY UNIVERSITY,New Zealand,2015,1474
688,Deakin University,Australia,2016,1472
689,Statistics Canada Library / Biblioth<U+00E8>que de Statistique Canada,Canada,2016,1471
690,House of Commons Library,United Kingdom,2016,1468
691,Reykjavik University - Library,Iceland,2015,1466
692,BI Norwegian Business School,Norway,2015,1460
693,University of Canberra,Australia,2016,1460
694,Harvard University Libraries,United States,2014,1459
695,University of Bristol Library,United Kingdom,2015,1459
696,Faculdade de Economia - Universidade do Porto,Portugal,2016,1458
697,Universidade de Chile,Chile,2016,1458
698,The Hong Kong University of Science and Technology,Hong Kong - China,2016,1455
699,University of North Carolina,United States,2015,1454
700,Universit<U+00E4>t Graz,Austria,2016,1452
701,Universit<U+00E9> Toulouse 1 Capitole,France,2016,1452
702,University of Kent,United Kingdom,2016,1450
703,Universidad Aut<U+00F3>noma Metropolitana,Mexico,2016,1449
704,KYOTO UNIVERSITY,Japan,2015,1448
705,Cardiff University,United Kingdom,2015,1446
706,Bayer HealthCare,Germany,2015,1441
707,Universit<U+00E4>tsbibliothek Kassel,Germany,2016,1441
708,Brookings Institution,United States,2015,1439
709,PricewaterhouseCoopers,Belgium,2016,1437
710,ULPGC - Universidad de Las Palmas de Gran Canaria,Spain,2016,1436
711,University of Delaware Library,United States,2015,1436
712,DET KONGELIGE BIBLIOTEK,Denmark,2014,1433
713,Banco de Mexico,Mexico,2015,1430
714,CHUNG HUA INSTITUTION FOR ECONOMIC RESEARCH,Chinese Taipei,2015,1430
715,Universit<U+00E4>t Dortmund,Germany,2016,1430
716,Europainstitut der Universit<U+00E4>t,Switzerland,2015,1429
717,Ewha Womans University Library,Korea - Republic of,2016,1428
718,Deutsche Zentralbibliothek f<U+00FC>r Wirtschaftswissenschaften,Germany,2015,1425
719,Universit<U+00E4>t Bielefeld,Germany,2015,1424
720,UNIVERSITY OF LEEDS,United Kingdom,2014,1423
721,Forschungszentrum Juelich GmbH - Zentralbibliothek,Germany,2015,1422
722,Imperial College London Library,United Kingdom,2016,1421
723,University Library Linz,Austria,2015,1421
724,University of Waikato Library,New Zealand,2016,1418
725,Tufts University,United States,2015,1415
726,Istanbul Kemerburgaz Universitesi,Turkey,2015,1414
727,KISTEP,Korea - Republic of,2016,1407
728,University of South Australia Library - IR&T,Australia,2015,1407
729,Arizona State University,United States,2016,1402
730,Hitit University,Turkey,2015,1399
731,UNIVERSITY OF OTAGO,New Zealand,2016,1398
732,Karlsruher Institut f<U+00FC>r Technologie,Germany,2015,1397
733,OPEN UNIVERSITY,United Kingdom,2016,1396
734,UN Consortium - UNOG,United States,2014,1393
735,University of Tampere,Finland,2015,1393
736,Rutgers University,United States,2016,1388
737,UNIVERSITE GRENOBLE 2 - 3,France,2014,1385
738,University of Notthingham,United Kingdom,2014,1385
739,Alberta Government Library,Canada,2016,1382
740,UN Consortium - UNIDO,United States,2015,1381
741,INSEE - Division Documentation,France,2015,1380
742,Office of the Revenue Commissioners,Ireland,2015,1379
743,Universitat Pompeu Fabra,Spain,2015,1379
744,Aalto University,Finland,2015,1378
745,Hanzehogeschool,Netherlands,2016,1378
746,Th<U+00FC>ringer Universit<U+00E4>ts- und Landesbibliothek Jena,Germany,2016,1378
747,University of Oxford,United Kingdom,2014,1378
748,Anadolu University,Turkey,2015,1377
749,Arizona State University,United States,2015,1375
750,University of Western Australia,Australia,2015,1373
751,Universitaetsbibliothek Muenchen,Germany,2015,1372
752,Conseil de l<U+2019>Union Europ<U+00E9>enne,Belgium,2016,1370
753,Northern Illinois University,United States,2016,1370
754,Dept of Health and Ageing,Australia,2016,1369
755,Duale Hochschule Baden-W<U+00FC>rttemberg,Germany,2016,1369
756,Cambridge University Library,United Kingdom,2014,1367
757,UNIVERSITY OF TECHNOLOGY SYDNEY,Australia,2016,1367
758,UNIVERSITAETSBIBLIOTHEK PADERBORN,Germany,2016,1366
759,HEC Paris,France,2016,1365
760,Link<U+00F6>ping University Library,Sweden,2015,1365
761,Samsung Economic Research Institute,Korea - Republic of,2015,1365
762,Universit<U+00E4>tsbibliothek Stuttgart,Germany,2015,1364
763,University of Virginia,United States,2016,1364
764,Brunel University,United Kingdom,2015,1361
765,CMS Bureau Francis Lefebvre,France,2015,1359
766,University of Waterloo,Canada,2016,1358
767,Chung-ang University Seoul Campus,Korea - Republic of,2014,1356
768,Ministry of Business - Innovation - Employment,New Zealand,2016,1356
769,Foreign and Commonwealth Office,United Kingdom,2015,1355
770,TOTAL SA,France,2016,1355
771,Hertie School of Governance,Germany,2016,1354
772,University of Pittsburgh,United States,2016,1354
773,Universit<U+00E4>ts- und Landesbibliothek D<U+00FC>sseldorf,Germany,2015,1351
774,Australian Catholic University,Australia,2015,1349
775,UNIVERSITY OF COLOGNE,Germany,2014,1348
776,Universite de Montreal,Canada,2014,1346
777,Glowny Urzad Statystyczny,Poland,2015,1344
778,Universita degli studi di Pavia,Italy,2016,1343
779,The National Library of China,China - People<U+2019>s Republic,2016,1342
780,UNAM,Mexico,2014,1341
781,HM Treasury,United Kingdom,2014,1338
782,Universi. Degli Studi di Bergamo,Italy,2015,1336
783,Australian Department of Social Services,Australia,2016,1332
784,Royal Holloway - University of London,United Kingdom,2016,1332
785,UNIVERSITY OF OTAGO,New Zealand,2015,1332
786,Uniwersytet Ekonomiczny we Wroclawiu,Poland,2015,1331
787,Parliamentary Library,Australia,2016,1328
788,Universitaetsbibliothek Giessen,Germany,2015,1328
789,Wageningen UR Library,Netherlands,2016,1328
790,Kobe University,Japan,2015,1327
791,Johns Hopkins University,United States,2014,1325
792,IDS - British Library for Development Studies,United Kingdom,2016,1322
793,Universiteit Antwerpen,Belgium,2016,1322
794,Universitetsbiblioteket I Bergen,Norway,2015,1321
795,Bayerische Staatsbibliothek,Germany,2015,1320
796,Honorable C<U+00E1>mara de Diputados,Mexico,2015,1320
797,Regeringskansliet,Sweden,2014,1320
798,Central Bank of the Republic of Turkey,Turkey,2016,1317
799,Biblioth<U+00E8>que et Archives nationales du Qu<U+00E9>bec,Canada,2016,1316
800,Universit<U+00E4>t W<U+00FC>rzburg,Germany,2016,1316
801,UNIVERSITY OF QUEENSLAND LIBRARY,Australia,2014,1315
802,Bundesministerium f<U+00FC>r Umwelt Naturschutz und Reaktorsicherheit,Germany,2016,1312
803,Bishop's University,Canada,2016,1311
804,TURKU UNIVERSITY LIBRARY,Finland,2016,1310
805,Universidade do Porto,Portugal,2016,1309
806,PricewaterhouseCoopers,Belgium,2015,1307
807,Departement Kanselarij en Bestuur,Belgium,2016,1306
808,Library of Congress,United States,2016,1306
809,Universidad Carlos III de Madrid,Spain,2015,1304
810,Universit<U+00E4>ts- und Landesbibliothek Tirol,Austria,2016,1303
811,University of Texas Austin,United States,2015,1303
812,Bayer HealthCare,Germany,2016,1302
813,The National Library of Korea,Korea - Republic of,2015,1300
814,National and University Library of Iceland,Iceland,2015,1299
815,Cardiff University,United Kingdom,2016,1298
816,Western Sydney U,Australia,2016,1298
817,HOKKAIDO UNIVERSITY,Japan,2016,1297
818,George Mason University,United States,2015,1296
819,UNIVERSITEIT VAN AMSTERDAM,Netherlands,2014,1296
820,Pontificia Universidad Catolica de Chile,Chile,2015,1292
821,Health Canada,Canada,2016,1291
822,Slovak Ctr for Scientific and Technical Information,Slovak Republic,2015,1290
823,Universiteit Utrecht,Netherlands,2014,1290
824,UNIVERSITAETSBIBLIOTHEK HAGEN,Germany,2015,1289
825,Universit<U+00E9> Paris 1 Panth<U+00E9>on-Sorbonne,France,2014,1286
826,University of Exeter,United Kingdom,2016,1286
827,Magyar Nemzeti Bank,Hungary,2015,1284
828,Universidad Pablo de Olavide,Spain,2014,1284
